PRODUCT_NAME,MATERIAL DESCRIPTION
ASOMEX TAB 10S,ASOMEX 1.25 MG TABLET
AUGPEN-HS SUS 30ML,AUGPEN HS SUSPENSION
CARDACE AM 10/5 MG 15S 15S,CARDACE AM 10 TABLET 10x15T
PAXOTUS 25MG 1 *10,PAXOTUS 25 MG TABLET
ATPURE 12.5MG TAB. 1*10T,ATPURE TABLET 12.5 MG
TARGOCID 400MG INJECTION 1INJ,TARGOCID 400 MG INJECTION
POVIZTRA FLXT 0.5 INJ 1 PC,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
NUMLO D -2.5MG TAB 1X15,NUMLO-D TABLET 1X15 T
ZORDIL-2 TAB 10TAB,ZORDIL 2 TABLET
CONSIVAS EZ 20 TAB. 10S,CONSIVAS EZ 20 TABLET
OPTICON MD 5MG 10S,OPTICON-MD 5 TABLETS 10X10 T
AMARYL 2 TAB 15TAB,AMARYL 2MG TABLET 15x30T
CEASTRA XL 200 CAPS,CEASTRA XL-200 CAPSULES
GONLIX-150 MG 10tab,GONLIX 150 MG TABLET 10x10T
PROXYM-XT TAB 15T,PROXYM XT TABLET 1X15T
MATERNA HCG 10000 INJ 1 VIAL,MATERNA-HCG 10000 IU HP
XILIA - M 2 FORTE T 10 Tabs,XILIA - M 2 FORTE TABLETS
EMGRAST 300 MCG INJ,EMGRAST 300 MCG INJ 1 PFS
CONSIVAS-ASP CAP 15,CONSIVAS ASP CAPSULES
CONSIVAS CV 20 CAPS,CONSIVAS CV 20 CAPSULE 10x10C
GALOP 5 10 T,GALOP 5 MG TABLETS
FM ACTIVE TABLETS 15TAB,FM ACTIVE TABLETS 1 X 15 T
DYDROFEM-20,DYDROFEM TABLETS
METPURE-AM-5MG TAB 10S,METPURE AM 5 TABLETS
EMSITA - M SR 100/500 MG 10 S,EMSITA M SR 100/500 TABLET 1x10T
EPOFER 4K EMC007,EPOFER 4000 - PFS
CARDACE PROTECT 2.5 AV 10TAB 10TAB,CARDACE PROTECT 2.5 TABLET 10x10T
PROXYM ER 300 15-TABLETS,PROXYM ER TABLET 1X15T
Obecure Cap 10S,OBECURE CAPSULES
DAPAGZA M 10/1000MG TAB 10,DAPAGZA M10/1000 1X10T
ATOREC TABLET 20MG 10TAB,ATOREC 20 MG TABLET
EMILDAP M10/500 --,EMILDAP M10/500 1X10T
CONSIVAS EZ 40 TAB10T 10T,CONSIVAS EZ 40 TABLET 1x10T
ASOMEX 5MG.TAB 15 S,ASOMEX 5 MG TABLET 1x15T
TEMSAN 80MG TAB * 10S,TEMSAN 80 MG. TABLETS
PAUSE 1000MG INJ 1X1 AMP,PAUSE 1000 MG INJECTION
METPURE XL 12.5MG STRIP OF 10 TABLETS,METPURE XL 12.5 TABLET
PROXYM-XT TAB --,PROXYM-XT TABLETS
ETS200 INJ 4ML,ETS-200 INJECTION
INFEN GEL 30G.,INFEN GEL 30 GM
FERIUM CAP. 10 S,FERIUM CHEWABLE TABLETS 10X10 T
VYLDA DM 100/10/1000 tab 10S,VYLDA DM 100/10/1000 TABLET 1x10T
EPITRIL 0.5MG 10s,EPITRIL 0.5 MG TABLET
TEMSAN 20 MG 15S,TEMSAN 20 MG TABLETS 10x15T
DAPAGZA M 5/1000 10TABS,DAPAGZA M 5/1000 1X10T
VYSOV 50 10 TAB,VYSOV 50 MG TABLETS
CARDACE PROTECT 2.51010 10 S,CARDACE PROTECT 2.5 TABLET 10x10T
NUMLO- TM 15TAB,NUMLO-TM TABLETS 1X15 T
ZOSECTA IV 20MG 20mg,ZOSECTA IV 20Mg.
FERIUM D3 TAB 10;S,FERIUM D3 TABLET
LAZID N TAB 60TAB 60tab,LAZID N TABLET 1x60 T
ATPURE-12.5 14,ATPURE TABLET 12.5 MG
TEMSAN LNC 6.25 TAB. 10,TEMSAN LNC 6.25 TABLET 10x10T
EMTUX 500MG/50ML INJ 50Ml,EMTUX 500MG/50ML
NUMLO M5 10S,NUMLO-M 5 TABLETS 10X10 T
EPITRIL 1MG TAB 10S 10S,EPITRIL 1 MG TABLET
HOSIT PLUS CAPSULE 10 NOS 10 NOS,HOSIT PLUS CAPSULES
EMSITA TRIO FORTE 110,EMSITA TRIO FORTE TABLET 1x10T
EPOFER 10000.I.U,EPOFER 10 000 - PFS
BESTFORM M 1*10 |1*10,BESTFORM M TABLET 1x10T
TEMSAN-BS 40/2.5 MG TAB 10TAB,TEMSAN BS 2.5/40 TABLET 10x10T
TEMSAN H80 TAB,TEMSAN  80 H TABLETS
CELOL MAX 1*10 --,CELOL MAX CAPSULES
TOPRIZONE -150 1*10,TOPERIZONE - 150 TABLETS
ELAXIM 40MG INJ 1*1VAI,ELAXIM 40 MG INJ 1 VIAL
EMSITA GM 50/1/1000 MG TABLET 1*10,EMSITA GM 50/1/1000 TABLET 10x10T
ATOREC 20MG TABS 1x10,ATOREC 20 MG TABLET
CONSIVAS CV 10 MG 10 S,CONSIVAS CV 10 CAPSULE 10x10C
DYDROEVA SR 30 TABLET,DYDROEVA SR 30 TABLET 3x10T
GALOP FX 10 TAB 1X10S,GALOP FX 10 TABLET
NUMLO-TM 5 TABS NEW 1 * 15,NUMLO-TM 5 TABLETS 1X15 T
CONSIVAS GOLD 20MG 10CA,CONSIVAS GOLD 20 CAPSULES 10X10C
POVIZTRA FLXT 0.25MG COPACK --,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
STABOSE M 0.2 MG TAB 10S 10X10,STABOSE M - 0.2 TABLETS
EMILDAP S 5/50 TAB 10 TAI,EMILDAP S 5/50 TABLET 1X 10T
TEMSAN 80 MG. TAB. 1*15 --,TEMSAN 80 MG TABLETS 10x15T
SYLATE 125MG ING 2ML,SYLATE INJECTION 2 ML
ASOMEX D 5 15ST,ASOMEX D 5 TABLET 1x15T
ASOMEX 1.25 TAB * 1515S,ASOMEX 1.25 TABLETS 1X15T
CLEXANE 0.8 INJ 0.8ML,CLEXANE 80MG/0.8ML INJECTION
ELAXIM-40 MG 11,ELAXIM 40 MG INJ 1 VIAL
FITJOINT CAPS 10s,FITJOINT CAPSULES
ASOMEX AT 2.5MG T 15TAB,ASOMEX AT 2.5 MG TABLET 1X15T
CONSIVAS EZ 20 MG TAB 10 S,CONSIVAS EZ 20 TABLET
VYLDA M 50/1000 10S,VYLDA-M 1000 TABLETS 1X10 T
MATERNA CC TAB,MATERNA-CC TABLETS
CETAPIN V 0.3 TAB 1*15tab,CETAPIN V 0.3MG TABLET 10x15T
PAXOTUS PLUS 25MG TAB 10TAB,PAXOTUS PLUS 25 CAPSULE
XONETUM 1.5GM INJ. 1VIAL,XONETUM  INJECTION 1.5 GM
EMILDAP S 10/50 TAB 10s,EMILDAP S 10/50 TABLET 1X10T
INFEN P TAB 1X10S --,INFEN P TABLETS
ATOREC-40 1*10,ATOREC 40 MG TABLET
EMANZEN D TAB 20,EMANZEN D TABLET
RTCARB INJ 100 MCG/ML 100ML,RTCARB INJ 100 mcg/ml
S-NUMLO 5 MG 15TAB,S-NUMLO 5 MG TABLET 1x15 T
MOFILET S 180 110,MOFILET S 180 TABLET
NUMLO D 115 115TAB,NUMLO-D TABLET 1X15 T
POVIZTRA FLXT 0.5MG1.5ML,POVIZTRA FLXT 0.5MG 1.5ML 1PC COPACK
CEASTRA 100MG CAPS 10S,CEASTRA 100 CAPSULES 10X10C
STROCOZ PLUS 10ST,STROCOZ PLUS TABLET
ENCICARB 100 MG V 1 VIAL,ENCICARB INJECTION 100MG/2ML
BESTFORM M TAB 10  S,BESTFORM M TABLET 1x10T
ATOREC F 10TAB 10 TAB,ATOREC F 10/160 MG TABLET 10X10
TEMSAN H TAB 15 TAB 15TAB,TEMSAN H TABLETS 1X15 T
VYLDA M 50/1000 10 TAB,VYLDA-M 1000 TABLETS 1X10 T
EMSITA GM 50/2/500 1,EMSITA GM 50/2/500 TABLET 10x10T
EMLEVO INJ 5ML 1*1VAI,EMLEVO INJECTION 5ML
HOSIT FCM 1GM 10ML,HOSIT FCM INJECTION 1K
PAXOTUS PLUS 12.5 MG TAB 10 S,PAXOTUS PLUS 12.5 MG CAPSULES
SOLGLO-DEMELANISING CREEM 30GM,SOLGLO CREAM 30 GM
EMILDAP S10/100TAB. 10S.,EMILDAP S 10/100 TABLET 1X10T
CARDACE PROTECT 5/10 TAB 10S PCS,CARDACE PROTECT 5 TABLET 10x10T
XILIA TRIO - 1 TABLETS 10S,XILIA TRIO - 1 TABLETS
EMPROGEST GEL 1.125 1.125G,EMPROGEST GEL 1.125 GM
EMCOR CREAM 15 GM 15 GM,EMCOR CREAM 15 GM
SYLATE-M 500 TAB,SYLATE M TABLET 500 MG
ATOREC - EZ TAB 10 S,ATOREC EZ TABLET
EMILDAP TRIO FORTE10S,EMILDAP TRIO FORTE TABLET 1x10T
VINGRAF 1MG 1X10CAP,VINGRAF 1 MG CAPSULE 6X10
ATOREC GOLD 10 1*10,ATOREC GOLD 10  10X10 C
OROFER CAP EMCURE 1*10,OROFER CAPSULES
POVIZTRA FLXT1.7MG 3ML,POVIZTRA FLXT 1.7MG 3ML 1PC COPACK
ATOREC F TAB 10TAB PCS,ATOREC F 10/160 MG TABLET 10X10
TIMCIN 250 INJ VIAL,TIMCIN 250MG/2ML INJECTION
CEASTRA 200 CAPSULES 1X10 10CAP,CEASTRA 200 CAPSULES 10X10C
HOFIX TAB 30,HOFIX TABLET 1X30T
GLIPSOV M 20/500 TAB 15S 15,GLIPSOV-M TABLET 20/500 10X15T
EMLINZ D 5/10 TAB 10 TAB,EMLINZ D 5/10 TABLET 1x10T
TRIOPTAL 600 10 TAB,TRIOPTAL 600 TABLET
ATPURE D TAB --,ATPURE D TABLET
TWINAQT TAB 1X30 30,TWINAQT TABLETS 30 T
VYLDA OD 50 15s,VYLDA OD 50 TABLET 1X15T
HOSIT FCM 500 INJ 1*10ML,HOSIT FCM INJECTION 500MG/10ML
CONSIVAS EZ 40 TAB 10S,CONSIVAS EZ 40 TABLET 1x10T
EMSITA TRIO FORTE TAB 10x1,EMSITA TRIO FORTE TABLET 1x10T
VYLDA-M 50/1000 10TAB,VYLDA-M 1000 TABLETS 1X10 T
EMSITA GM 50/2/500 10S 10S,EMSITA GM 50/2/500 TABLET 10x10T
TEMSAN H TABS 1*10,TEMSAN H TABLETS
SYLATE M TABLET 500MG 10S,SYLATE M TABLET 500 MG
EMGLOBULIN INJECTION 1VIAL,EMGLOBULIN INJECTION
ASOMEX- TM5 TAB. 10S,ASOMEX - TM 5 TABLETS
EMFOLIC-DHA 1*15CAP,EMFOLIC-DHA CAPSULES
Temsan LNC 6.25mg Tab 10s,TEMSAN LNC 6.25 TABLET 10x10T
XILIA TRIO-1 TABS 10 S,XILIA TRIO - 1 TABLETS
NUMLOPAR TAB 10 S,NUMLOPAR TABLETS
BPTITE 5MGTAB 10TAB,BPTITE - 5 TABLETS 10X3X10 T
TEMSAN-80 H TAB 1*15S,TEMSAN 80 H TABLETS 1X15T
OSTERI INJECTION NEEDLES 30 NOS,OSTERI INJECTION NEEDLES
NORMET SACH. 1*1GM,NORMET R SACHET
XILIA - M 2 TABLET 10S,XILIA - M 2 TABLETS
EMSITA D 10/50 TAB 10S,EMSITA D 50/10 TABLET 1X10T
ATAZOR R TAB 30 TAB,ATAZOR-R TABLETS 1x30 T
ASOMEX LT TAB 1*15TA,ASOMEX LT TABLET 1X15T
NUCARNIT INJ 5 AMPO,NUCARNIT INJECTION
AMARYL M2 FORET TAB 115,AMARYL M FORTE 2MG TABLET 10x15T
TEMSAN AM 5 15 PCS,TEMSAN AM-5 TABLETS 1X15 T
MATERNA HMG HP 225 IU/0.75ML PFS PFS,MATERNA HMG HP 225 IU/0.75ML PFS
NUMLO TM 2.5/40 MG TAB 10S,NUMLO-TM TABLETS
EMCVF LOMOH -- 40 VIAL 1VIAL,LOMOH 40 MG INJECTION
EXAFIB-15 TAB 1X10TA,EXAFIB 15 TABLET
NUMLO TM 5 10TAB,NUMLO-TM 5 TABLETS
S-NUMLO 2.5 10TAB,S-NUMLO 2.5 MG TABLET
METPURE H TAB 1X10,METPURE H TABLET
NEUAL TM 10-S,NEUAL TM TABLETS
AMARYL-M1 8X20T,AMARYL M 1MG TABLET 8x20T
EOPTAL-600 MG TABS,EOPTAL 600 TABLETS 10X10 T
LASIX TABS. 15 0,LASIX 40 MG TABLET 80x15T
FMACTIVE TABLETS 1X,FM ACTIVE TABLETS
METPURE-AM 5 10T,METPURE AM 5 TABLETS
METPURE AM 2.5 10 T,METPURE AM 2.5 TABLETS
NEXTKI- 100 MG TAB 30S,NEXT KI 100mg TABLETS 1X30T
TOPERIZON 450 SR 10 TAB,TOPERIZONE - 450 SR TABLETS
FULL 24 --,FULL 24 TABLET
EMPRI 25 TAB 10T,EMPRI 25MG TABLET 10x10T
EMSITA M 50/500 10T,EMSITA M 50/500 1X10T
ATPURE SA 1*10,ATPURE SA TABLET
NUMLO-D 2.5MG.TAB. 10S --,NUMLO-D TABLET
Pause Xt Tab. 10,PAUSE-XT TABLETS
EMSITA D 10/100 MG T 10 TAB,EMSITA D 100/10 TABLET 1X10T
EMANZEN FORTE 10 MG 110,EMANZEN FORTE TABLET 10 MG
EMLEVO 750 TAB 10-T,EMLEVO 750 TABLET
NUSAR-H 10TA,NUSAR H TABLET
NUMLO AT TAB 1*15TA,NUMLO-AT TABLET 1X15 T
EMFIB 250 TABLET,EMFIB 250 TABLET
TOPERIZONE 150 1X10,TOPERIZONE - 150 TABLETS
CALONAT CL TABS 10S,CALONAT CL TABLETS
CALONAT D TABLET,CALONAT D TABLET
S-NUMLO 5 TAB 10 TAB,S-NUMLO 5 MG TABLET
GMET SUSP 30ML,G-MET SUSPENSION
SKIZOTUS-200MG TAB 1*10,SKIZOTUS - 200 TABLETS
HEPMEND INJ 10ML(10002466),HEPMEND INJECTION 10 ML
VINTOR 4000IU INJ 01S,VINTOR 4000 IU INJ 1 PFS
TEMSAN 80 CT TAB 10 S ( 10 S,TEMSAN 80 CT TABLETS
ZAPIXA-2.5 MG TAB 10S,ZAPIXA 2.5 TABLETS 1X10 T
NUHOXT HOSIT XT TAB 1*10,HOSIT-XT CAPSULES
TELSITE H 40 TABLET 10x10 --,TELSITE H 40 TABLET 10x10T
EMGLOBULIN INJ 1X10,EMGLOBULIN INJECTION
OLANEX -F- TAB 10 TABS,OLANEX  F TABLETS
PARIDEM IV 40MG INJ 1VIAL,PARIDEM IV 40MG
XILIA-M2 FORTE TAB 1X10TA,XILIA - M 2 FORTE TABLETS
ATOREC EZ TAB 1*10TAB,ATOREC EZ TABLET
NUMLOTOR TABLET 5MG 110,NUMLOTOR - 5 TABLETS
ASOMEX AT 5MG TABLET 1X15,ASOMEX AT 5 MG TABLET 1X15T
GALACT POWDER --,GALACT GRANULES
POVIZTRA 0.25 MG FLEXTOUCH 1.5 ML,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
NUMLO-AT 1*15,NUMLO-AT TABLET 1X15 T
TEPAPRO 15MG,TEPAPRO INJECTION
Telsite 80mg Tab 15s,TELSITE 80 MG TABLET 10x15T
SYLATE 250MG TAB 10s,SYLATE TABLETS 250 MG 10
TELSITE 20MG TAB 15TAB 15,TELSITE 20 MG TABLET 10x15T
EMLEVO-XR 500 TABLET,EMLEVO - XR 500 TABLET
FICO 100MG TAB 1X10,FICO TABLET 100 MG
Calonat D3 Tab. 15S,CALONAT - D 3 TABLETS
ZORDIL O.SOLN. 30ML,ZORDIL ORAL SOLUTION
LIPIRA TAB 10S,LIPIRA 5 TABLET
ASOMEX 2.5 MG TAB 10 TAB,ASOMEX 2.5 MG TABLET
TEMSAN CT 40 -12.5 MG,TEMSAN CT 40/12.5 MG TABLET 10X10
SYLATE INJ 2ML 1X2ML,SYLATE INJECTION 2 ML
AMARYL M 1 TAB 10S,AMARYL M 1MG TABLET 8x20T
AMARYL M FORTE 1MG 15S 15,AMARYL M FORTE 1MG TABLET 10x15T
XILIA M1FORTE TAB 110,XILIA - M 1 FORTE TABLETS
DAPAGZA M 10/500MG TAB 10 T,DAPAGZA M 10/ 500 1X10T
SAV HF 200 MG TAB 10 TAB,SAV HF 200 TABLET 6x10T
VASCIUM INJ. BOX,VASCIUM INJECTION
ASOMEX-R TAB,ASOMEX R TABLET
POVIZTRA FLXT 0.25 MG VIAL.,POVIZTRA FLXT 0.25MG 1.5ML 1PC COPACK
GALACT KESAR GRANULES,GALACT GRANULES KESAR
ENCICARB 500MG INJ 10ML 1,ENCICARB INJECTION 500MG/10ML
VYLDA DM 100/5/500MG 10S,VYLDA DM 100/5/500 TABLET 1x10T
GALACT GRANULES 200MG .,GALACT GRANULES
MATERNA HMG HP 225 PFS,MATERNA HMG HP 225 IU/0.75ML PFS
AQUAOAT MOIST. LOTION 100ML,AQUAOAT MOISTURIZING LOTION 100ML
Cetapin xr 500tab 115s,CETAPIN XR 500MG TABLET 11x20T
TEMSAN 20MG-TAB 10S,TEMSAN 20 MG. TABLETS
CEASTRA SB 65MG CAPS 10S 1*10TAB,CEASTRA SB CAPSULE 65MG 1x10C
SILNAFIL TAB 1X10S,SILNAFIL TABLETS
PROXYM GEL-30GM,PROXYM GEL 30 GM
DAPAGZA L TAB 10 TAB,DAPAGZA L 10/5 TABLET 10x10T
TEMSAN 80 MG TABLETS 10,TEMSAN 80 MG. TABLETS
EMPRI 10 10S,EMPRI 10MG TABLET 10x10T
ATOREC 20MG TAB 10S.,ATOREC 20 MG TABLET
NETROMAX-300MG 1VAIL,NETROMAX 300 MG INJECTION
VINTOR 10000 IU VIAL 1,VINTOR 10000 IU INJ 1 PFS
TEMSAN AM TAB 15S 10S,TEMSAN - AM TABLETS 1X15T
FCMO 750 INJ 1*15ML,FCMO  INJECTION 750MG/15ML
VONADAY ECOPACK 30T,VONADAY 600/300/300 MG TABLET 30s
DAPAGZA M 10/1000MG TAB 10 T,DAPAGZA M10/1000 1X10T
PAXOTUS 12.5MG CAPS 1*10C/,PAXOTUS 12.5 MG TABLET
EMPROGEST 100 INJ 100 MG,EMPROGEST-100 INJECTION
VIANCA TAB 30 TAB,VIANCA TABLETS 1X30 T
AZITUS 500 MG 3S,AZITUS 500 MG TABLETS
CEASTRA 100MG CAP 110,CEASTRA 100 CAPSULES 10X10C
EMILDAP S 5/50 TABLET 10TAB,EMILDAP S 5/50 TABLET 1X 10T
EMLINZ M 500 TABLET 1x10T 10 T,EMLINZ M 500 TABLET 1x10T
CELOL MAX CAPSULES 10 T,CELOL MAX CAPSULES
INFEN INGECTION 2ML,INFEN INJECTION
BEAT HF 5 TAB 0 1X10,BEAT HF 5 TABLETS 10X10 T
ARMOD 150 TAB/15S,ARMOD-150 TABLETS 1 x 15 T
HOSIT INJ 1 ml,HOSIT INJECTION
VINCORT 6 TABS 10TABS 1X10TAB,VINCORT TABLET 6 MG
NUMLO D 5 (15 TAB) 15 TAB,NUMLO-D 5 TABLET 1x15 T
CARDACE 10 SANOFI 15,CARDACE 10 MG TABLET 10x15T
ATOREC TAB 5MG 1X10,ATOREC  5 MG TABLET
EMTIG 50 INJ VIAL,EMTIG INJECTION
FERIUM INJECTION 1 K (1GM/20ML) --,FERIUM INJECTION 1K (1GM/20ML)
NUMLO-D 1X10,NUMLO-D TABLET
VICARE-TOTAL 10CAP,VICARE TOTAL CAPSULE 1x10C
Asomex M Tablet 10S,ASOMEX - M  TABLETS 10X10 T
GROS 260 MG INJ 1 ML,GROS  260 MG INJ 1 VIAL
EMPRI 10 TAB,EMPRI 10MG TABLET 10x10T
CEDIL 250MG INJ VAIL,CEDIL 250 MG INJECTION
TEMSAN 80H TAB 10,TEMSAN  80 H TABLETS
METPURE XL 12.5MG TAB 1X10,METPURE XL 12.5 TABLET
ATOREC -CV 20MG EMCURE 10s,ATOREC CV 20 CAPSULES
ATOREC GOLD 20 TA 10 S,ATOREC GOLD 20  10X10 C
FERIUM-XT SYRUP,FERIUM XT SUSPENSION
RASOTAN-AM 5 TAB 1*10,RASOTAN-AM 5 TABLETS
MATERNA-HCG HP 5000 IU --,MATERNA-HCG 5000 IU HP
TEMSAN - 80 15 S,TEMSAN 80 MG TABLETS 10x15T
DENLAFAX-50 10,DENLAFAX-50 TABLETS
LASIX-40mgTABLET,LASIX 40 MG TABLET 80x15T
PROCTOSEDYL BD CRM,PROCTOSEDYL BD CREAM
LIVIVE INFU. 1*10ML,LIVIVE INFUSION
GALACT GRANULES 200200ML,GALACT GRANULES
METPURE XL 25 -30 30TAB,METPURE XL 25 TABLET
Temsan LNC 10s,TEMSAN LNC 6.25 TABLET 10x10T
EMILIN-M TAB 10-S,EMILIN-M CAPSULES
EMPROGEST GEL 1.125GM TUBE,EMPROGEST GEL 1.125 GM
VINTOR 6000IU PRE FILLED SYRINGE OF 1ML SOLUTION FOR INJECTION,VINTOR 6000 IU INJ 1 PFS
ZIDINE-300 60 T,ZIDINE 300 MG TABLET 60s
TEMSAN CT 10 10S,TEMSAN CT TABLETS
ACEGABA GRS-300 10S,ACEGABA GRS 300 TABLET 10T
OSTERI INJ NEEDLE 1 PC,OSTERI INJECTION NEEDLES
INBEC BOTTLE OF 30 TABLETS,INBEC TABLETS 1X30T
EXDUO 50 TAB 10s,EXDUO 50 TABLET 1x10T
CALONAT-D3 TABLET 15 S,CALONAT - D 3 TABLETS
POVIZTRA FLXT 1.7 3ML,POVIZTRA FLXT 1.7MG 3ML 1PC COPACK
VINTOR 10000 PFS 1X1,VINTOR 10000 IU INJ 1 PFS
EXAFIB 15 TABS 14S,EXAFIB 15 TABLET
LASICLACTONE 50 TABLETS 10*10,LASILACTONE 50 TABLET 10x10T
ANTIXA-60/0.6ML --,ANTIXA 60 MG/0.6ML
CELOL XT + TAB 10T,CELOL XT + TABLETS
VINTOR 10000 I.U 1 ML PF 1 ML,VINTOR 10000 IU INJ 1 PFS
XONETUM INJ. 1.5 GM,XONETUM  INJECTION 1.5 GM
DAONIL M TABS 15s,DAONIL M TABLETS 1X15 T
TAPICEM 4.5MG INJ. 4.5GM,TAPICEM 4.5 GM INJECTION
VYLDA D100/5 TAB 10 S,VYLDA D100/5 TABLET 1X10T
NUCARNIT 330 MG TAB 110,NUCARNIT TABLET 10
AMARYL MV 2MG 1X15TAB.,AMARYL MV 2MG TABLET 10x15T
TEMSAN BS 5/40MG TAB 10TAB,TEMSAN BS 5/40 TABLET 10x10T
LOTOR TAB 500MG 5S 1,LOTOR TABLETS 500 MG
ZILARBI CT 25MG TAB 10T,ZILARBI CT 25 TABLETS
ASOMEX-D 5 TAB 10,ASOMEX D 5 TABLET
TRIOLVANCE 20 TABS 10S,TRIOLVANCE 20 TABLETS
MOVEBILE 300 TAB 1*10,MOVEBILE  300 TABLETS
GALACT POWDER 200GM 200GM,GALACT GRANULES
XPLODE TAB 1*10,XPLODE TABLET
ELAXIM 40 MG INJ 1VIAL,ELAXIM 40 MG INJ 1 VIAL
NORMIGYL DRY SYP 30 ML 30,NORMIGYL DRY SYRUP 30 ML
EMCURE DAONIL --,DAONIL TABLETS
PROXYM-300 10 TAB,PROXYM 300 TABLETS
ASOMEX AT 2.5 (15 TAB) 15TAB,ASOMEX AT 2.5 MG TABLET 1X15T
FEMZACT CAPSULE 310,FEMZACT CAPSULE 3x10C
PROXYM-ER 300 M. G,PROXYM ER  TABLETS
EMTREO 5GM INJ Vial,EMTREO INJECTION 5g/vial -DOMESTIC
PAUSE TABLET 500 10TAB,PAUSE TABLET 500 MG
DENMAB INJECTION 60MG,DENMAB INJECTION 60 MG/ML
NEPHCELOL-CAP 10CAP,NEPHCELOL CAPSULES
TEMSAN -AM TABLET 15S,TEMSAN - AM TABLETS 1X15T
GLIPSOV- M 20/500 1*10,GLIPSOV-M TABLET 20/500 10X15T
TEMSAN-LNC 6.25 TAB.,TEMSAN LNC 6.25 TABLET 10x10T
ENVIRA INJ 0,ENVIRA INJECTION
DAPAGZA-L-10/5 1*10,DAPAGZA L 10/5 TABLET 10x10T
ASOMEX 5MG TAB 15 S,ASOMEX 5 MG TABLET 1x15T
ENHEMO-500 TAB 1*10,ENHEMO 500 TABLET 10x10T
EMLEVO 750 10 *10(EV013) 10 *10,EMLEVO 750 TABLET
PROXYM ER 300 TAB 0 1X10S,PROXYM ER  TABLETS
VYLDA DM 100/10/500 TAB 10*TAB,VYLDA DM 100/10/500 TABLET 1x10T
HOSIT FCM 1000MG INJ 20ML,HOSIT FCM INJECTION 1K
TARGOCID 200MG/3ML 200MG/3ML,TARGOCID 200 MG/3 ML INJECTION
ATOREC ASP EMCURE,ATOREC ASP CAPSULES
ACEGABA GRS - 600 10s,ACEGABA GRS 600 TABLET 10T
PROXYM XT TAB 15 TAB 15 TAB,PROXYM XT TABLET 1X15T
EMSITA GM 50/2/100 10s,EMSITA GM 50/2/1000 TABLET 10x10T
VINTOR 10000 PFS(NET) 1 Syrn,VINTOR 10000 IU INJ 1 PFS
TEMSAN 80 H TAB 1*10,TEMSAN  80 H TABLETS
VYLDA-D 100\5 TAB,VYLDA D100/5 TABLET 1X10T
Asomex 1.25 Mg Tab,ASOMEX 1.25 MG TABLET
EMSITA GM 50 / 1 / 500 TAB 10 TAB,EMSITA GM 50/1/500 TABLET 10x10T
GLUCOFREE BAR C/NUT 40GM 1,GLUCOFREE 40 GM BAR CHOCO NUT FLAVOUR
ASOMAX 1.25 MG 15S,ASOMEX 1.25 TABLETS 1X15T
S NUMLO 2.5 10tab,S-NUMLO 2.5 MG TABLET
CONSIVAS 40MG TAB 1*10TA,CONSIVAS-40 TABLETS
E- TEL H 10,E - TEL H TABLETS
EXDUO-100 TABLETS 10S,EXDUO 100 TABLET 1x10T
GROS 100MG/16.7 MLINJ 1,GROS 100 MG INJ 1 VIAL
DILPRA OD 500 TABS 110,DILPRA OD 500 TABLETS
EMANZEN-TBR TAB 10 TAB,EMANZEN TBR TABLETS 1X10 T
FERIUM XT Z TAB 10 S,FERIUM XT - Z TABLETS 1X10 T
NUMLO D 5 TAB 1*10TAB,NUMLO-D 5 TABLET
METPURE XL 12.5~ 10T,METPURE XL 12.5 TABLET
EMLEVO 750 TABLETS 10 TAB,EMLEVO 750 TABLET
VYLDA M 850 10S.,VYLDA-M 850 TABLETS 1X10 T
OROFER FCM 1K 1*VIAL,OROFER FCM  INJECTION 1K
INFEN - SPRAY 35 GM 35 GM,INFEN SPRAY 35 GM
VYLDA P TAB 1*10,VYLDA P TABLET 1x10T
EMILDAP TRIO FORTE TAB 10T,EMILDAP TRIO FORTE TABLET 1x10T
ABEC-L TABLETS- 30 TABLETS- 1*30 T,A-BEC L TABLETS
CONSIVAS -10 10 TAB,CONSIVAS 10 MG TABLET 10X10
MUVPRU 2MG TAB (10008869),MUVPRU TABLET 2 MG
EMILDAP S 5/50MG TAB,EMILDAP S 5/50 TABLET 1X 10T
TEMSAN 40 TABS 1X15,TEMSAN 40 MG TABLETS 10x15T
LOBASET-XL 20MG 10T 10T,LOBASET-XL 20 TABLETS
EMDYDRO TABS. 10 S,EMDYDRO TABLET 1X10T
CONSIVAS GOLD 10 CAPSULE 10  S,CONSIVAS GOLD 10 CAPSULES 10X10C
FILET S INJ 1.5GM 1 VAIL,FILET-S INJECTION
PROXYM GEL 30G,PROXYM GEL 30 GM
EMAZEN DP 1*10,EMANZEN DP TABLET
CARDACE METO 2.5/25 10S 10S,CARDACE METO 2.5 TABLET 10x10T
NUMLO TM-5 TAB,NUMLO-TM 5 TABLETS
OROFER-FCM-10ML 500MG 1,OROFER FCM  INJECTION 500MG/10ML
EMPROGEST-200MG 1*10CAP,EMPROGEST-200 CAPSULE
OROFER CAP 110,OROFER CAPSULES
ATOREC CV 20 0,ATOREC CV 20 CAPSULES
BESTFORM M TAB 10S,BESTFORM M TABLET 1x10T
ZOSECTA DSR 10X10,ZOSECTA DSR CAPSULES
